index,sentiment,text
3117,neutral,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector ."
2262,positive,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . ''
193,positive,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .
3579,neutral,"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn ."
38,positive,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % ."
640,positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 ."
4530,negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
2698,neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters ."
1076,neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .
2844,neutral,"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move ."
1401,neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
4511,neutral,"Typically , the transmission power level can be decreased when the interference noise is above a predefined value ."
339,positive,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 ."
1528,neutral,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey ."
2363,neutral,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .
3801,neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .
2207,neutral,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .
293,positive,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 ."
2366,neutral,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch - HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software ."
1676,neutral,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .
2765,neutral,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .
1113,neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform ."
763,positive,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .
2238,neutral,The opening of the portal is part of the expansion strategy of Alma Media 's Marketplaces business unit .
4725,negative,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier ."
978,neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .
3373,neutral,"The technology will become available to businesses from the fourth quarter , Nokia said ."
3876,neutral,"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art ."
3789,neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .
2168,neutral,"Of this , EUR 38.8 mn was net interest income ."
1661,neutral,The total project duration is three years and it is valued at some EUR11 .5 m.
3556,neutral,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?"
4631,negative,The measures result from decreased demand in technical design and product information .
3967,neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added ."
811,positive,"Lule+_ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres ."
3182,neutral,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .
2582,neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught ."
4578,neutral,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .
479,neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries ."
3884,neutral,The Oulu plant employs approximately 120 people .
3242,positive,The executive group will participate in the adjustments with a fixed-term 5 % salary cut .
974,positive,The aim is to achieve EUR 2.5 mn yearly savings .
3101,neutral,Raisio is the site of the main production plants as well as company headquarters .
1295,neutral,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media ."
726,neutral,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 ."
1421,neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .
870,positive,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
3667,neutral,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories ."
3727,neutral,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .
3112,neutral,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .
4674,negative,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .
4088,positive,Lean System supports change management and component purchasing extremely well .
1008,neutral,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix ."
4541,positive,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 ."
1228,positive,"Furthermore , our fully electrically driven cranes are environmentally friendly ."
